Date,Tweet,User,Keyword 
06/12/2020,Dear ktr sir Honble minister please watch the videothe women who is one of the doctor in Gandhi hospital make a video about how doctors are facing issue amp everything due to covid 19I request must watch and do something for themKTRTRS KTRoffice,206vamshi,COVID
06/12/2020,MahuaMoitra ShashiTharoor Look whose talking about Debate Party which is hiding figures of death and active cases of COVID 19 party who dont debate about miserable condition of Hindus party who dont debate on not celebrating Hindu festivals in Bengal,AnujPat50252817,COVID
06/12/2020,How Not To Analyse COVID19 Data via IndiaSpend shreyaraman18,CharanT16,COVID
06/12/2020,aajtak I will Solve all Corona Cases I will Come there with my kovind baba but i dont know how i Come amp When Jai Shri Ram Jai hind,Apj74580478,corona
06/12/2020,Need to turn Covid crisis into opportunity to create AtmanirbharBharat PM narendramodiBJPNAMOvia NaMo App,MusfiqurDr,COVID
06/12/2020,dhruvrathee Where the hell is China All this happen due to China and China is not included in it What it this indicatesDoes they have a vaccine of COVID19 or they spread coronavirus in other countries only What happens to the team who were going to check the origin of coronvirus,Yazzz07,corona
06/12/2020,Today at 1000 AM onwards watch Shri Rahul Gandhi discuss with Ambassador Nicholas Burns Professor of Diplomacy amp International Relations at Harvard how the COVID crisis is reshaping the world orderTune in on our social media platforms imjktomar,imjktomar,COVID
06/12/2020,Advance tax for AY 20212022 AatmanirbharBharat incometax AdvanceTax AY20212022 GovernmentOfIndia FinanceMinister COVID19 FinMinIndia nsitharamanoffc IncomeTaxIndia,thedscs,COVID
06/12/2020,People of Delhi have been bearing the brunt of the crumbling health infrastructure due to COVID19 pandemic Share your stories with us by logging onto and we will amplify your voiceLets fight against Coronavirus together HealingDelhi imjktomar,imjktomar,corona
06/12/2020,The nationwide COVID19 case count neared 29 lakh on Thursday with a record oneday increase of nearly 10000 cases taking the count of infections detected this month to almost one lakh,the_realitytv,COVID
06/12/2020,IRDAI has mandated all general and health insurance companies to offer a standard individual Covid19 health insurance cover from June 15 The maximum sum insured for this product would be Rs 5 lakh and minimum would be Rs 50000,TSFLASHNEWS,COVID
06/12/2020,HayleyPugs Awesome Hope u guys have a great trip n yeah hopefully no covid,thenomadguy,COVID
06/12/2020,ParleG is not a biscuit its an Emotion ParleG Biscuit records best sales during the covid times officialparleg narendramodi Congratulations DeshKaApnaBiscuit BharatKaApnaHero AatmanirbharBharat,VivekShivhare_,COVID
06/11/2020,Find some finest and unique Pochampally Ikkat HandloomMask at TSCO outlets in Hyderabad Lets support a cause while keeping ourselves safe from COVID19 Support TelanganaWeavers StaySafe mask,AbhishekLankaTS,COVID
06/11/2020,India now has more COVID19 cases than the UK Spain Germany and Italy And we are yet to reach the peak of cases Despite after one of the longest and earliest declared lockdowns in the world India is now in the top 4 worsthit countries by the pandemiccoronavirus,bnareen,corona
06/11/2020,HayleyPugs Nepal For couple of mountaineering activitiesThailand For chilling offMyanmmar Bhutan Vietnam Exploring d mountains And lastly if i get enough leaves possinly Canada to meet one of my best friend there If not for CovidI wud hv coverd n this yrWbu,thenomadguy,COVID
06/11/2020,Ovation of the seas drops off 861 indian crew in mumbai in the covid crisis Mumbai Port Trust,TravelMonsterST,COVID
06/11/2020,read carefully postponeexams cancelfinalyearexams cancelexams postponeneet COVID19 Covid19 StudentLivesMatter,MDDILSHADKHA,COVID
06/11/2020,Already we all are dealing with Corona pandemic now atleast understand their problems They are struggling with it since show off air JusticeForHamariBahuSilkTeam,apugcp24goa,corona
06/11/2020,as the corona virus is giving the toguhchallenge to Sustenance staying healthy is of utmost importance presenting LivingRoomConclaveIndiaHealthMissiona times now network initiative that bring together eminent stakeholders and personalities from the Frontline NarendraModi,Hannanfitcoach4,corona
06/11/2020,I dont have in depth knowledge about medical education but he makes senseLiberate nursing and paramedical education This talk by DrDeviShetty from 2017 found resonance as India struggles to stem Covid19 cases in 2020 governmentoftelangana india Doctors JaiTDP,MukkuRajesh,COVID
06/11/2020,indiatvnews RajatSharmaLive If Corona Cases not Controlling there then take Lockdown early,Apj74580478,corona
06/11/2020,aajtak anjanaomkashyap We Should Solve 1st Corona virus problems then after that go for election This is not right time for election for all Indians,Apj74580478,corona
06/11/2020,The country isnt suffering because of uneducable illiterate people The country is suffering because educated people are silentCOVID19India government COVID19,Nation4Modi,COVID
06/11/2020,BJP made it very clear that toppling a democratically elected Govt was much more important than controlling COVID19 imjktomar,imjktomar,COVID
06/11/2020,Covid19 PM narendramodi PM netanyahu discuss expanding cooperation in RampD in vaccines diagnostics PMOIndiaIsraeliPM indemtel IsraelBJPNAMOvia NaMo App,MusfiqurDr,COVID
06/11/2020,The Citizen Action Group on Corona Odisha invites you to a webinar on Migrant Workers Path to resurgence focusing on Opportunities and challenges at home and at the destination The 2hour webinar is scheduled for 13th June 2020 at 4pmRegister now,AEAISouthAsia,corona
06/11/2020,Obese people face mental physical problems in corona times,TelanganaToday,corona
06/11/2020,Interesting facts about corona virus in telugu,TodayFactsTelu1,corona
06/11/2020,Detective Marxin amp his favourite Half A Corona cigarkottayampushpanath,DMarxin,corona
06/11/2020,Which Path shown by SwamiVivekananda is an inspiration for India from postCOVID World Know it fromPM narendramodiPMOIndiaBJP4India mygovindiaNamoAppadgpi IAFMCC indiannavySpokespersonMoD PIBHomeAffairsDrSJaishankar MEAIndiaBJP,71_rajib,COVID
06/11/2020,Honble PMOIndia narendramodi ji can initiate GoI Collaboration with Italy GiuseppeConteITCOVID19 VaccinesItaly claims to develop first COVID19 vaccine Here is the current status of all the potential coronavirus vaccines,advisorscoin,corona
06/11/2020,CNBCTV18Live Yeah absolutely right but person who are not able to give anything for Corona fighters they can give their wishes pray for well fighting amp praiseJai Shri Ram Jai hind,Apj74580478,corona
06/11/2020,DAV College Chandigarh invites you all to attend a Webinar on the topic Clinical Advancements to Combat Covid19 on 12th June 2020 at 11 amGet urself register by filling up the form given below,WithUBS,COVID
06/11/2020,Who needs a PUB when we have the COVID Quarantine Centers MoHFWINDIA QuarantineAndChill quarantineconcert thalaivaa lungidance,MaheshOggu,COVID
06/11/2020,If youre not change with time Time will change youIf time will change then its too much painfull belows picture is perfact example of time changed usCOVID19India Covid19 India coronavirus,bh_autik,corona
06/11/2020,India COVID19 case numbersActive cases 137448Discharged cases 141029No of deaths 8102Total cases 286579IndiaFightsCoronavirus,TSFLASHNEWS,corona
06/11/2020,Covid19 Deaths in Telangana 28 March to 27 May 2 Months6327 May until 10 June 15 Days93,TSFLASHNEWS,COVID
06/11/2020,EU tells Facebook Google to report monthly on Covid19 disinformation via TelanganaToday,TelanganaToday,COVID
06/11/2020,DDestroyersOOfCCarona virusTTreatsOOver many peopleRRisks their life forSSafeampsecured societyTRSCovidLies GandhiHospital TRSGovtFailed COVID19,Nation4Modi,COVID
06/11/2020,Covid19 update in last 24 hours 11156 new Covid19 cases and 357 deaths Lets have a gaumutra party,NADEEMK37549956,COVID
06/11/2020,2 days ago Telangana govt has discharged about 600 COVID19 patients from GandhiHospital claiming that they are asymptomaticWhat kind of solution is thatTelanganaCovidFailure,karunasagarllb,COVID
06/11/2020,In this era of epidemic keep distance from human beings but not at all humanlyCOVID19 thursdaymorning ThursdayThoughts ThursdayMotivation GodMorningThursday BlackLivesMatter,_DeepakSharma_,COVID
06/11/2020,ArvindKejriwal Ji Stop DTCBuses See what is happening in Delhi buses You are a leader save them Fools dont know what is right and wrong GodSaveDelhi Italy in making SocialDistancing going for a toss DelhiFightsCorona COVID19 thursdaymorning thursdayvibes HMOIndia,Bindian1947,corona
06/10/2020,India Spikes again 11134 cases in a dayUS reopens 21 States see Virus RiseUnlock1COVID19 nytimescovid19indiaorg StudentLivesMatter JusticeForStudents HealthOverExams healthoverexam,Abhishek1820123,COVID
06/10/2020,Just in Bihar reported 115 more COVID19 positive cases taking the total number to 5698 positive cases in the State,dimapurtoday,COVID
06/10/2020,INCIndiaSpiritOfCongresTimesNowRBIPChidambaramINManmohanSinghRahulGandhipriyanka BringBackLootedFundsHelpIndiaPoorMigrantsIndiaNeedsHelpFromCongressblackmoneymattersCovid19rahulgandhispeaksforindiapoliticsMallaya and Congress conspiracy Exposed,thetruthtalkst1,COVID
06/10/2020,Where other countries are thinking about breaking community transmission chain amp stopping covid cycle Indian institutions amp universities are planning for exams in the worst situation and during almost peak of the pandemic CancelCACSexamsHealthOverExams postponejeeneet,Ca__Shubham,COVID
06/10/2020,LtGovDelhi ArvindKejriwal Hotels are not ready to give rooms for COVID as we dont have Fire NOC amp Police License We are running illegally Also our room furnishing Mattress Bed Sheets PillowCover painting will be of no use after use of COVID patient Its a huge Loss,DhroaHotel,COVID
06/10/2020,ArvindKejriwal LtGovDelhi ArvindKejriwal Hotels are not ready to give rooms for COVID as we dont have Fire NOC amp Police License We are running illegally Also our room furnishing Mattress Bed Sheets PillowCover painting will be of no use after use of COVID patient Its a huge Loss,DhroaHotel,COVID
06/10/2020,narendramodi sir In Hyderabad amp Telangana Very Critical Situation Sir There Do Not Doing Corona Tests Please Sir Only You have to look after it We Dont Trust Our Chief Minister KCR,itsPrashanth_20,corona
06/10/2020,DTDCIndia cyberabadpolice And this is 2nd time since COVID19 situation,SayajiHande,COVID
06/10/2020,Our nation cannot introduce the covid19 medicine before other countries because our nation consist the best scientists having the 40 grade in thier graduation salute to our great reservation system and finally India will be still developing country never be developed,MarpalliReddy,COVID
06/10/2020,Tough times aroundNot just in Mumbai Chennai Ludhiana or Hyd or across IndiaAs the corona Virus makes its way around the globe n govts struggle to contain it doctors health workers are put at risk treating patientsKudos to doctors who work without sleep or rest,JAGANTRS,corona
06/10/2020,Going by the public mood and anger at the POOR HANDLINGS AND MISMANAGEMENT of this whole COVID crisis Bihar has decided to abandon NitishKumar forever If CM abandons people in distresspeople will do the same to him,kais_bar,COVID
06/10/2020,9 people killed in last 24 hours in so called shushasan raaj Goverment Hundreds died and suffered due to pandemic Kab Khaulega Tera Khoon NitishKumar JhootiHaiBiharSarkaar pappuyadavjapl RabriDeviRJD yadavtejashwi manojkjhadu TejYadav14 ravishndtv,kais_bar,COVID
06/10/2020,sagarikaghose Yes govt should do less no of cheks or shouldnt disclose the full data by doing so the fear in public would turn into belifBut morality only from COVID19 should be recognised person having other disease shouldnt be included,purohit_vinay,COVID
06/10/2020,Good initiative by assam govt Hope they should give 100 for all India coz this pandemic was for everyone,bh_ramendra,COVID
06/10/2020,Nice initiative for the assam people in this pandemic assamfire AssamCares,bh_ramendra,COVID
06/10/2020,U r neglecting the pandamic and peoples life in this tough situation Complete failure by our govt in handling covid Very shame on it TrsCovidLies KTRTRS bandisanjaybjp Arvindharmapuri,Nation4Modi,COVID
06/10/2020,Safety first A complimentary double layered fabric and washable mask free with each order u placed saftyfirst safety people caronavirus covid19 free mask masks masks4all onlinefashion onlineshoppers,dhaagatrends,COVID
06/10/2020,Hospital Empanalment with Various Insurance Companies amp TPAScashless Nabh nabl hospitalplanning hospitalmanagement hospitaladministration coronawarriors indiafightscorona UsePPE fightagainstcoronavirus covidfighters coronainindia covid19 wendyshay,ManaviMedicole2,corona
06/10/2020,PM narendramodi speaks to Philippines President assures Indias commitment in Covid19BJPvia NaMo App,MusfiqurDr,COVID
06/10/2020,spmahabubabad CollectorMBD Sir in our District Corona cases are very less as compared to other districts in our state Hats off to Mahabubabad police DepartmentWe are always with you sirKeep Going on,TRajeshnaik22,corona
06/10/2020,When you lie in your CV and still get the job wednesdaymorning Covid19,PreetamPatil96,COVID
06/10/2020,Dont Play with students Future at this Risky TimeIts like Life Taking Into Risk By Conducting the Exams in this Pandemic Situation Please look into it arvindkumarias KTRTRS SabithaindraTRS TelanganaCMO CancelTSExamsPromoteStudentsCancelTSExamsPromoteStudents,Me_msiuddin,COVID
06/10/2020,VARTALAP 20205th Session is on MSME Opportunities in PostCOVID India by Sri Pratap Sarangi Ji pcsarangi Honble Minister of State for minmsme MinFAHD Today 600 PM ISTWatch Live on Think India Odisha Official FB Page,thinkindiaorg,COVID
06/10/2020,Covid19 discharged patients numbers in India June 9 5129June 8 5189June 7 5191,eminduction,COVID
06/10/2020,Due to covid 19 AMC Kesamudram opened Today onwards precautionary measures has been taken by giving limited tokens for turmeric commodity only and also sprayed turmeric and neem water in a traditional way to protect bacterial effect,enammkt,COVID
06/09/2020,MoHFWINDIA AndhraPradeshCM ndtv SucharitaYSRCP This video from Nellore frightened every individual Observed Cow and buffalo Bones are dumped at one end and coveredWhich are being used to make oils etc Video says everything please take strict actionCOVID19,AbbasFerhath,COVID
06/09/2020,PMOIndia AmitShah LtGovDelhi ArvindKejriwal Govt want to Use BudgetHotels as a COVID Quarantine help CentersNow how these hotels are safe from Fire incident Now Govt Have no problem to use us Not renewing our FireNOC from last year is questionable to them,DhroaHotel,COVID
06/09/2020,Remember when Indians were worried about Italy COVID cases to reach a high of over 200000 casesItalians now Covid19india,_salonithakur,COVID
06/09/2020,Here is good news for all entrepreneur local business MSMEs and also for individualWIN WIN strategyHurry up Feel free to contact with us pandemic Covid19 business BusinessContinuity Enterpreneur MSMEs BusinessMan india,harshchittora18,COVID
06/09/2020,Want to know which country can provide us with covid Vaccine at earliestWatch here If guys find this video informative Do share give a thumbs up and subscribe to the channelTake care Stay safe Happy Learning Coronavirus Covid19,ArkSpeaks,corona
06/09/2020,Many thanks to AndhraPradeshCM ysjagan to give big support to Telugu film industry in Covid19 pandamic Single window scheme for film shoots ampwaiver of Theatre power Bills,MeherRamesh,COVID
06/09/2020,Travel and Tourism Industriesimpact of covid19geography of tourism explained by Aditya vermaWatch full video on channel link isTourism tourismtogether Tourisme tourismmustsurvive economy COVID19 Recession pandemic Authenticedu,Anand_31_,COVID
06/09/2020,Spread of Covid 19 by asymptomatic cases looks rare WHO,TelanganaToday,COVID
06/09/2020,KTRTRS KTRoffice KTR sirMarriage held on 24042019 but Kalyana Lakshmi amount not yet received sir That family was very poor and in this pandemic situation they are facing many problems Parents Name Rama Devi and Sudhakar ReddyRO Jillelaguda HyderabadPh 9391115378,srikant18837396,COVID
06/09/2020,India better positioned in Covid fight Harsh Vardhan,TelanganaToday,COVID
06/09/2020,Thank you officialparleg for being with the needyParleG records best sales in eight decades during the COVID19 lockdown periodIndiaIndiaFightsCoronaCoronavirusPandemicCoronaUpdatesInIndia,bnareen,corona
06/09/2020,Breaking News India Now Ranks 5th Globally On Daily Increase In COVID19 CasesModiG Is Working 18 Hours A Day To Make It At 1st Place coronavirus,thefanof_raavan,corona
06/09/2020,Check out for events and resources this IAW2020Through this week we will be sharing more information on the work archivists do and how archival research is relevant in times of COVID Follow us to know more InternationalArchivesWeek2020,BALM_Academy,COVID
06/09/2020,India is the only country in the world which went under lockdown when Corona cases were just 536 and unlocking when cases are over 2 lakh and still increasing with record number each coming dayAnd lapdog media still calls it a masterstrokeGodiMedia,FarishtaFrom,corona
06/09/2020,AmitShahs priorities are crystal clear even when the state is battling with a pandemic and a natural disaster Bengal remember the face of this man who is just hungry for your votes and nothing else BengalRejectsAmitShah,abhishek3454,corona
06/09/2020,MalabarBiryani CJayakrishnancp jayambadi Have you ever heard about somebody who completed his graduation from primary school The same way Mohalla clinics are ment for primary helth care not for handling Pandemic like situationEither stupid or evil people can ask this kind of question,meroopesh,corona
06/09/2020,Corona vs Election 72000 LED20000144crore,MOHDSHA351,corona
06/09/2020,Normal people im sickPeople on insta sick doctor paracetamol Ambulance corona notfeelingwell with 16 others,NEET2021DOCTOR,corona
06/09/2020,geekyranjit Hi sir iPad or android which tablet is better for studentsmeans ipad 6th or samsung s6 litein the present covid situation,imkannaiah,COVID
06/09/2020,unfortunately if something happens people in India called as unityindiversityI believe this is true when New Zealand can win covid19 with such great conspiracy why cant we take such measures amp show the world that we unitedly can win any thing,actorAvk,COVID
06/08/2020,Being Technophile would like to express our heartfelt gratitude to all FRONT LINERS Thank you for giving your all in this time of need WE SALUTE YOUBeingTechnophileCaresWeAreWithYouSaluteToFrontlinersModernHeroes RealHeroescoronavirus globalpandemic covid19,techno_being,corona
06/08/2020,Yeahitzs2k QuarantineLife lockdown2020 covid19 COVID19India tiktokfun tiktokus TikTokIN,itzs2k,COVID
06/08/2020,Just heard an anchor on Aaj Tak yelling that we are gonna fight Covid with bhakti ki shakti now that religious sites have been opened up Your God didnt save you when the pandemic started ab kya ukhaad lega Smh,bhaisexualpanic,COVID
06/08/2020,narendramodi Hi sir our government is worest in the world the purpose of corona control it is impossible to control the corona with you and your gvnmt it is very sad time already chaina have vaccine you can see New zeeland country sorry for any mistake,SureshP80632922,corona
06/08/2020,StudentLivesMa1 NO FEES Because of the pandemic of covid19 there was no souce of earning and people are facing financial crises the fees of the next semester should not be charged and exams should not be conductedugcindia IKGujralPTU captamarinder cancelPTUexam,Shivans41717890,COVID
06/08/2020,NO FEESDue to the lockdown because of the pandemic of covid19 there was no souce of earning and people are facing financial crises the fees of the next semester should not be charged and exams should not be conductedugcindia IKGujralPTU captamarinder cancelPTUexam,Shivans41717890,COVID
06/08/2020,Thought of the day morningvibes morningmotivation morningthought hardwork hardworkpayoff bekind bepositive thinkpositive mondayvibes mondaythought monaymotibation mondayquotes realestate Covid19stayshomestaysafe,8731Sachingupta,COVID
06/08/2020,Sounds goodI felt really happyafter saw thisNew Zealand is free from corona virusI want to see all countries including our nation india to be corona free as soon as possibleam waiting narendramodi KTRTRS KTRoffice jacindaardern PMOIndia,206vamshi,corona
06/08/2020,DChaurasia2312 ArvindKejriwal I wish its not COVID19 and he just had too many mangoes,HimanjaliGautam,COVID
06/08/2020,We are back our store open now to shop at sarathcitycapitalmallCome and enjoy the shopping experienceOr visit us onlinemallshoppingopen opennow mall shopping mallexperience covid19 caronavrus covidreleif,dhaagatrends,COVID
06/08/2020,WorkFromHome MondayMotivaton Office School amp Class from home schoolreopening mondaythoughts ShilpaShetty COVID StayHomeStaySafe,MrinalRazdan,COVID
06/08/2020,PMOIndia MinisterKTR TelanganaCMO thekiranbediparamitaschoolsI request all the innovators and politicians of India to look into technology developed in Singapore It helps in a steep decrease in the graph of corona cases in IndiaWeSupportMultiskilling COVID19,SharathJonnala,corona
06/07/2020,Yesterday Covid19 case 10k peak in one day,MoshahidAnsari9,COVID
06/07/2020,COVID19India COVID19 ContestAlert Corona CoronaUpdatesInIndia COVID19 coronavaccine ICMRFIGHTSCOVID19 IndiaFightsCorona IndiaFightsCoronavirus Watch top countries who can provide us corona Vaccine earliest,ArkSpeaks,corona
06/07/2020,Fearless Indianitzs2k QuarantineLife Quarantine lockdown Twitter funniness Indian carryminati IndiaFightsCoronavirus COVID19 TrendingNowKapilSharmaK9 KrushnaKAS itzs2k CarryMinati,itzs2k,corona
06/07/2020,shl Yes in 12 days approx corona has left The United states of America and that is why you see unity,ansh1987um,corona
06/07/2020,The yaha weddingsIn this pandemic situation of covid 19 we are available for wedding services according to government guidelinesTrending lockdownwedding weddings events management eventplanner eventplanner punelockdown Trade business weddingplanner,TheyahaE,COVID
06/07/2020,I stand with our corona warriors brothers amp sisters Your services are remarkable VaibhavAAP IStandWithCoronaWarriors,Nadeem_Ali7,corona
06/07/2020,Thanks to all the corona warriors for supporting us in this pandemic SatyendarJain IStandWithCoronaWarriors,Nadeem_Ali7,corona
06/07/2020,Rest in Peace COVID19,GulabiDalapati,COVID
06/07/2020,PandemiaCOVID19 We anticipate many countries trying their best to come up with covid19 vaccineI have uploaded a video in YouTube by researching top countries who is trying hard and can come up with coronavacccine COVID19IndiaCheck out the video,ArkSpeaks,corona
06/07/2020,Thought of the day morningvibes morningmotivation morningthought hardwork hardworkpayoff bekind bepositive thinkpositive sundayvibes sundaythought sundaymotibation sundayquotes realestate Covid19stayshomestaysafe,8731Sachingupta,COVID
06/07/2020,But as of now companies are denied to train us due to covid19 So by this situation we cant complete our training session Me and my fellow students are facing very difficulties with this So please kindly help us by postpone of this training session Thank you,RahulAnkam4,COVID
06/07/2020,Frances COVID19 deaths up by 31 to 29142,TelanganaToday,COVID
06/07/2020,Global COVID19 cases top 68 million Johns Hopkins University,TelanganaToday,COVID
06/07/2020,Think India Odisha in Collaboration with Spartan Digital Conclave present VARTALAP 20202nd Session is on Future of IT Entrepreneurship in PostCOVID Era by Dr Omkar Rai OmkarRaii Director General stpiindia GoIMeitY Govt Of India600 PM 7th June 2020,thinkindiaorg,COVID
06/07/2020,The migrant crisis amid the Covid lockdown is far from over even as India begins to unlock Odiya workers at Telanganas brick kilns promise never to return owners worry about survival further allege that Reporting from Rangareddy via ThePrintIndia,AneeshaBedi,COVID
06/07/2020,Claim and Debt Management ServicesCashless tpa nabh nabl PMJAY MJPJAY rgjay ayushmanbharatyojana CoronavirusOutbreak CoronaLockdown corona coronawarriour HospitalPlanning HospitalAdministration Hospitals sundayvibes SundayThoughts WorldFoodSafetyDay2020,ManaviMedicole2,corona
06/07/2020,Thank you On April Switzerland especially Zermatt for showing solidarity for india in this fight against the covid19 pandemic Very touching gestureThank you for the love India coronavirusindia COVID19Pandemic COVID19India,VivekShivhare_,corona
06/06/2020,ChouhanShivraj mein Kuch nhi janta bs yeh batado responsible kon hona chayega is Covid 19 ka Only I Want My Answer to Our Mama Dont Want Any Fullish Suggestion,FaizAhm70373634,COVID
06/06/2020,brutals inhumans I request you to stop and change for good Because of you many lives are at halt Many plans are at halt Dreams are crushing Its difficult enought to face the pandemic Dont make our lives insufferable,LiteratiPanda,COVID
06/06/2020,Once upon a time the world was covid19 free People did what pleases them and nobody cared It detrimented the earths soul But then the pandemic earthquake locust hit us Yet we did not learn We became more brutal,LiteratiPanda,COVID
06/06/2020,AapKaKejariwal ArvindKejriwal SatyendarJain We thanks Honourable Chief Minister of Delhi for taking right step against Pvt Hospital Now Covid19 Patient will get beds CM is saving Lives It is Humanity Also Launched App for COVID19 patient Delhi got justice,DhroaHotel,COVID
06/06/2020,PallePragathi Phase3Spraying of SodiumHypochloriteSolution Disinfectants at our ZPHS Girls high schoolBoys High school amp Model school to Combat COVID19 TelanganaFightsCorona trsharish KTRTRS RaoKavitha SabithaindraTRS CollectorSDPT,CMR_TRS,corona
06/06/2020,Delhi Public School making compulsory for their students to buy their name printed mask which cost Rs400 each mask Is it right or wrong Do comment and sharedelhipublicschool mask facemask school coronavirus COVID19 Students business schoolfights CoronaWarriors,KiranShroff6,corona
06/06/2020,Join CPLFellows on Facebook live to attend the second session of Townhall with Prof Steve Jarding led by prateekkanwal and understand how Politics looks in the postCOVID Worldcpl cplfellows postcovidpolitics,DeepshikhaC_,COVID
06/06/2020,DeoRampur Corona affected people is everywhere not in Tanda Kaswa specially even in Rampur city have more affected than tanda kaswas,joinsajidsaifi,corona
06/06/2020,BEGARISRINIVAS6 baujidesi idesibanda DFSIndia PMOIndia Om ShantiMay God give strength to bereaved family It is questions of do or die for all of us Life amp Livelihood in this pandemic situations have to be run parallel very carefully with utmost precautions when there are no full safety precautions medical cure and treatment,Saurabh_Munger,corona
06/06/2020,Throwing AjayLalluINC into prison on baseless charges during a pandemic reveals the undemocratic and single mindedly opportunistic mindset of the Yogi Government and violates all humanitarian principles priyankagandhi AICC General Secretary,imjktomar,corona
06/06/2020,Being safe is the first priority of living being In this pandemic situation selfcare and care of family is important But often we forget this and come closer to meet The S O C I A L D I S T A N C I N G D E V I C E will free your mind to pass this situation Keep distance,PankajG16322665,corona
06/06/2020,SuperPowerChina ChinaJingXi Imagine entire world attacks you you already lost credibility as nation spreading pandemic carona virus chinki carona jokers you will be finished from map of world in few seconds when entire world comes together Beijing Shanghai will be non existent,mahesht2410836,corona
06/06/2020,coronavirusinindiasearchIndiaIntheListWe are heading towards the 1st position in the number of patients with coronaStaySafe1st pic 06062020 2nd pic 250520203rd pic 05052020COVID19 data infoLucknowPostSirPareshRawal DrKumarVishwas anandmahindra,Mr_ShubhRawat,corona
06/06/2020,After conversion of human beings and animals now padris will convert corona virus to their religion as their super God loves corona virus too KeralaCOVID19 PMOIndia CMOKerala,0P4QruhuWKRSrtc,corona
06/06/2020,This lockdown would have resulted in a positive way if WE as a concerned citizen had taken it seriouslyThe results are in front of youCOVID19 IndiaFightsCoronavirus,KirtiwardhanR,corona
06/05/2020,As per reports Doud Ibrahim has Ded today due to Covid infection in a Karachi Hospital,AASHRAY90338453,COVID
06/05/2020,Think India in collaboration with MTTS amp IEEE Young Professionals present a live talk on Technology Innovation amp Career in The Post COVID World by Dr Goutam ChattopadhyayNASA Jet Propulsion LaboratoryCalTech7 June 830 AM IST 1030 AM ESTJoin,thinkindiaorg,COVID
06/05/2020,Just a reminderToday over 9800 COVID19 cases in India 273deaths Most in 24hrs,PreetamPatil96,COVID
06/05/2020,As Per the Guidelines given by Honble TelanganaCMO Sir regarding COVID19 For the safe Conducting 10thExams We took an Initiative for the Saftey of StudentsDue Precaution was taken up Spraying of Hypochlorite was done at our ZPHS School groundtrsharish KTRTRS RaoKavitha,CMR_TRS,COVID
06/05/2020,Triple talaq Target MuslimsArticle 370 Target MuslimsNRC CAA NPR Target Muslims Delhi Genocide Target MuslimsJamia students Target MuslimsCorona pendemicTarget MuslimsStopTargetingMuslimStopTargetingMuslim,Javed_ibn_Ali,corona
06/05/2020,Saudi to deport expats failing to observe COVID19 measures,TelanganaToday,COVID
06/05/2020,Yoga Day to go virtual this year amid COVID19 pandemic,TelanganaToday,COVID
06/05/2020,Hot news Don ni kuda vadalani Corona His personal staff and guards have been quarantined stayhome staysafe covid19 coronavirus coronaupdate covid19updates corona quarantine sangareddy dawood dawoodibrahim dawoodibrahimcoronapositive sangareddy srdian,Srdian_Official,corona
06/05/2020,promoteallcollegestudents Dear government do you think this type of social distancing can be suitable for students during exam and they will not get infected Give us guarantee for our health n life We all took the stands in pandemicwhy cant you take our standPMOIndia,Faisal_Faraz_,corona
06/05/2020,Global COVID19 cases top 66 million Johns Hopkins,TelanganaToday,COVID
06/05/2020,SonuSoodA reel life villan to a real life Mashiha by doing a relentless work to get back the migrant workers to their home amidst Covid19 pandemicA big salute to you from all Indian citizens for helping migrant workers Credit Khushboo Singh Sister,_BasantSingh,COVID
06/05/2020,In the Sky LocustOn the Ground CoronaUnderground EarthquakeIn the Sea CycloneAt Home WifeBut Aarogya Setu shows You are Safe,destiny4396,corona
06/04/2020,Gujarat is in crisis BJP memberAditya Upadhyay as well as wife offormer BJP minister MadhubhaiThakore have died of Covid GujaratHC called the Ahmedabad civilhospital a dungeon Despite thistesting has been drastically curbedBJP govt has failed the people ofGujarat,KishorSpeaksNCP,COVID
06/04/2020,Trump Visited Ahmadabad Delhi and Mumbai and These Cities have highest CORONA Cases Real reason for CORONA Namaste Trump EventStepDownModi TablighiJamaat,Naseebibrar,corona
06/04/2020,No one knows how many students died during the TiananmenSquareMassacre in 1989 in the same way no one knows how many people died due to Covid19 in China TiananmenSquare TankMan,ritik_2712,COVID
06/04/2020,Handheld UV Light Devices That Kill COVID19 Other Viruses Could Become As Common As Phone Keys,Nadalsana,COVID
06/04/2020,The main reason for asking to promote us is as students coming from various parts of stateamp neighbouring statesAP and Maharashtra epicenter for Covid 19 So there is high risk of getting affected with covid19TelanganaCMO KTRoffice savetelanganastudents,Vikram87351928,COVID
06/04/2020,Her Majesty RoyalFamily GREATBritain BorisJohnson cabinetofficeuk GOVUK No more mtDNA Y testing now please iam ready to give my test as soon as possible no more corona and fight for coronation Ask narendramodi to do so with no more minutes delay ThanxNamahaBharataIndia,namahabharata,corona
06/04/2020,Covid has caused massive economic distress both Centre and States must help its citizens BijliBillMaafKaro,AAP4Nagpur,COVID
06/04/2020,The danger of Covid19 has crippled the economic conditions of the common citizens across IndiaBijliBillMaafKaro,AAP4Nagpur,COVID
06/04/2020,Sir please cancel the All exams in this situation postpone few months all exams because Most Dengerous Pandemic Virus Think Once sir pandemiccoronaCenceltsExamsCencelexamsAllExamssavetsstudents,SYalmakanti,corona
